Num,Character,CHRCount,CHR/million,logCHR,CHR-CD,CHR-CD%,logCHR-CD,Pinyin,Pinyin (no tone),tone,initial,final,IDS,lvl1_structure,components
2916,跺,50,1.07,1.699,32,0.51,1.5051,duò,duo,4,d,uo,⿰𧾷朵,⿰,⿰𧾷朵
2917,跪,783,16.72,2.8938,505,8.09,2.7033,guì,gui,4,g,ui,⿰𧾷危,⿰,⿰𧾷危
2918,路,23462,500.88,4.3704,5258,84.22,3.7208,lù,lu,4,l,u,⿰𧾷各,⿰,⿰𧾷各
2919,跤,416,8.88,2.6191,231,3.7,2.3636,jiāo,jiao,1,j,iao,⿰𧾷交,⿰,⿰𧾷交
2920,跟,67347,1437.78,4.8283,5897,94.46,3.7706,gēn,gen,1,g,en,⿰𧾷艮,⿰,⿰𧾷艮
2921,遣,561,11.98,2.749,429,6.87,2.6325,qiǎn,qian,3,q,ian,⿺辶𠳋,⿺,⿺辶𠳋
2922,蜈,16,0.34,1.2041,10,0.16,1,wú,wu,2,w,u,⿰虫吴,⿰,⿰虫吴
2923,蜗,81,1.73,1.9085,43,0.69,1.6335,wō,wo,1,w,o,⿰虫呙,⿰,⿰虫呙
2924,蛾,72,1.54,1.8573,49,0.78,1.6902,é,e,2,,e,⿰虫我,⿰,⿰虫我
2925,蜂,1413,30.17,3.1501,450,7.21,2.6532,fēng,feng,1,f,eng,⿰虫夆,⿰,⿰虫夆
2926,蜕,49,1.05,1.6902,39,0.62,1.5911,tuì,tui,4,t,ui,⿰虫兑,⿰,⿰虫兑
2927,嗅,334,7.13,2.5237,224,3.59,2.3502,xiù,xiu,4,x,iu,⿰口臭,⿰,⿰口臭
2928,嗡,240,5.12,2.3802,80,1.28,1.9031,wēng,weng,1,w,eng,⿰口翁,⿰,⿰口翁
2929,嗓,658,14.05,2.8182,330,5.29,2.5185,sǎng,sang,3,s,ang,⿰口桑,⿰,⿰口桑
2930,署,1227,26.19,3.0888,696,11.15,2.8426,shǔ,shu,3,sh,u,⿱罒者,⿱,⿱罒者
2931,置,9009,192.33,3.9547,3777,60.5,3.5771,zhì,zhi,4,zh,i,⿱罒直,⿱,⿱罒直
2932,罪,14242,304.05,4.1536,3557,56.98,3.5511,zuì,zui,4,z,ui,⿱罒非,⿱,⿱罒非
2933,罩,1260,26.9,3.1004,777,12.45,2.8904,zhào,zhao,4,zh,ao,⿱罒卓,⿱,⿱罒卓
2934,蜀,29,0.62,1.4624,22,0.35,1.3424,shǔ,shu,3,sh,u,⿱罒𠣜,⿱,⿱罒𠣜
2935,幌,100,2.13,2,84,1.35,1.9243,huǎng,huang,3,h,uang,⿰巾晃,⿰,⿰巾晃
2936,错,63231,1349.9,4.8009,6180,98.99,3.791,cuò,cuo,4,c,uo,⿰钅昔,⿰,⿰钅昔
2937,锚,187,3.99,2.2718,119,1.91,2.0755,máo,mao,2,m,ao,⿰钅苗,⿰,⿰钅苗
2938,锡,540,11.53,2.7324,156,2.5,2.1931,xī,xi,1,x,i,⿰钅易,⿰,⿰钅易
2939,锣,69,1.47,1.8388,34,0.54,1.5315,luó,luo,2,l,uo,⿰钅罗,⿰,⿰钅罗
2940,锤,509,10.87,2.7067,267,4.28,2.4265,chuí,chui,2,ch,ui,⿰钅垂,⿰,⿰钅垂
2941,锥,95,2.03,1.9777,67,1.07,1.8261,zhuī,zhui,1,zh,ui,⿰钅隹,⿰,⿰钅隹
2942,锦,434,9.27,2.6375,235,3.76,2.3711,jǐn,jin,3,j,in,⿰钅帛,⿰,⿰钅帛
2943,键,2839,60.61,3.4532,1864,29.86,3.2704,jiàn,jian,4,j,ian,⿰钅建,⿰,⿰钅建
2944,锯,486,10.38,2.6866,262,4.2,2.4183,jù,ju,4,j,u,⿰钅居,⿰,⿰钅居
2945,锰,8,0.17,0.9031,7,0.11,0.8451,měng,meng,3,m,eng,⿰钅孟,⿰,⿰钅孟
2946,矮,884,18.87,2.9465,478,7.66,2.6794,ǎi,ai,3,,ai,⿰矢委,⿰,⿰矢委
2947,辞,2272,48.5,3.3564,1285,20.58,3.1089,cí,ci,2,c,i,⿰舌辛,⿰,⿰舌辛
2948,稚,337,7.19,2.5276,285,4.57,2.4548,zhì,zhi,4,zh,i,⿰禾隹,⿰,⿰禾隹
2949,稠,42,0.9,1.6232,31,0.5,1.4914,chóu,chou,2,ch,ou,⿰禾周,⿰,⿰禾周
2950,颓,71,1.52,1.8513,64,1.03,1.8062,tuí,tui,2,t,ui,⿰秃页,⿰,⿰秃页
2951,愁,433,9.24,2.6365,342,5.48,2.534,chóu,chou,2,ch,ou,⿱秋心,⿱,⿱秋心
2952,筹,1404,29.97,3.1474,744,11.92,2.8716,chóu,chou,2,ch,ou,⿱竹寿,⿱,⿱竹寿
2953,签,5898,125.92,3.7707,2456,39.34,3.3902,qiān,qian,1,q,ian,⿱竹佥,⿱,⿱竹佥
2954,简,11953,255.18,4.0775,4495,72,3.6527,jiǎn,jian,3,j,ian,⿱竹间,⿱,⿱竹间
2955,筷,92,1.96,1.9638,61,0.98,1.7853,kuài,kuai,4,k,uai,⿱竹快,⿱,⿱竹快
2956,毁,7225,154.24,3.8588,3193,51.15,3.5042,huǐ,hui,3,h,ui,⿰𬛸殳,⿰,⿰𬛸殳
2957,舅,585,12.49,2.7672,117,1.87,2.0682,jiù,jiu,4,j,iu,⿱臼男,⿱,⿱臼男
2958,鼠,2619,55.91,3.4181,1152,18.45,3.0615,shǔ,shu,3,sh,u,⿱臼⑦,⿱,⿱臼⑦
2959,催,914,19.51,2.9609,547,8.76,2.738,cuī,cui,1,c,ui,⿰亻崔,⿰,⿰亻崔
2960,傻,7842,167.42,3.8944,3381,54.16,3.529,shǎ,sha,3,sh,a,⿰亻𡕩,⿰,⿰亻𡕩
2961,像,71186,1519.73,4.8524,6153,98.56,3.7891,xiàng,xiang,4,x,iang,⿰亻象,⿰,⿰亻象
2962,躲,3583,76.49,3.5542,2051,32.85,3.312,duǒ,duo,3,d,uo,⿰身朵,⿰,⿰身朵
2963,魁,183,3.91,2.2625,147,2.35,2.1673,kuí,kui,2,k,ui,⿺鬼斗,⿺,⿺鬼斗
2964,衙,21,0.45,1.3222,8,0.13,0.9031,yá,ya,2,y,a,⿲彳吾亍,⿲,⿲彳吾亍
2965,微,4453,95.07,3.6487,2379,38.11,3.3764,wēi,wei,1,w,ei,⿰彳𢼸,⿰,⿰彳𢼸
2966,愈,1158,24.72,3.0637,712,11.4,2.8525,yù,yu,4,y,u,⿱俞心,⿱,⿱俞心
2967,遥,1413,30.17,3.1501,925,14.82,2.9661,yáo,yao,2,y,ao,⿺辶䍃,⿺,⿺辶䍃
2968,腻,295,6.3,2.4698,252,4.04,2.4014,nì,ni,4,n,i,⿰月贰,⿰,⿰月贰
2969,腰,1198,25.58,3.0785,785,12.57,2.8949,yāo,yao,1,y,ao,⿰月要,⿰,⿰月要
2970,腥,372,7.94,2.5705,256,4.1,2.4082,xīng,xing,1,x,ing,⿰月星,⿰,⿰月星
2971,腮,76,1.62,1.8808,56,0.9,1.7482,sāi,sai,1,s,ai,⿰月思,⿰,⿰月思
2972,腹,873,18.64,2.941,589,9.43,2.7701,fù,fu,4,f,u,⿰月复,⿰,⿰月复
2973,腺,609,13,2.7846,379,6.07,2.5786,xiàn,xian,4,x,ian,⿰月泉,⿰,⿰月泉
2974,鹏,15,0.32,1.1761,11,0.18,1.0414,péng,peng,2,p,eng,⿰朋鸟,⿰,⿰朋鸟
2975,腾,1082,23.1,3.0342,749,12,2.8745,téng,teng,2,t,eng,⿰月⿱龹马,⿰,⿰月⿱龹马
2976,腿,4983,106.38,3.6975,2331,37.34,3.3675,tuǐ,tui,3,t,ui,⿰月退,⿰,⿰月退
2977,鲍,3122,66.65,3.4944,436,6.98,2.6395,bào,bao,4,b,ao,⿰鱼包,⿰,⿰鱼包
2978,猿,188,4.01,2.2742,94,1.51,1.9731,yuán,yuan,2,y,uan,⿰犭袁,⿰,⿰犭袁
2979,颖,188,4.01,2.2742,148,2.37,2.1703,yǐng,ying,3,y,ing,⿰⿱匕禾页,⿰,⿰⿱匕禾页
2980,触,3269,69.79,3.5144,1977,31.67,3.296,chù,chu,4,ch,u,⿰角虫,⿰,⿰角虫
2981,解,36622,781.83,4.5637,5912,94.7,3.7717,jiě,jie,3,j,ie,⿰角𭷔,⿰,⿰角𭷔
2982,煞,193,4.12,2.2856,121,1.94,2.0828,shà,sha,4,sh,a,⿱𭣦灬,⿱,⿱𭣦灬
2983,雏,111,2.37,2.0453,81,1.3,1.9085,chú,chu,2,ch,u,⿰刍隹,⿰,⿰刍隹
2984,馍,16,0.34,1.2041,3,0.05,0.4771,mó,mo,2,m,o,⿰饣莫,⿰,⿰饣莫
2985,馏,33,0.7,1.5185,23,0.37,1.3617,liú,liu,2,l,iu,⿰饣留,⿰,⿰饣留
2986,酱,1586,33.86,3.2003,877,14.05,2.943,jiàng,jiang,4,j,iang,⿱⿰丬夕酉,⿱,⿱⿰丬夕酉
2987,禀,58,1.24,1.7634,47,0.75,1.6721,bǐng,bing,3,b,ing,⿱㐭示,⿱,⿱㐭示
2988,痹,168,3.59,2.2253,127,2.03,2.1038,bì,bi,4,b,i,⿸疒畀,⿸,⿸疒畀
2989,廓,108,2.31,2.0334,90,1.44,1.9542,kuò,kuo,4,k,uo,⿸广郭,⿸,⿸广郭
2990,痴,4061,86.7,3.6086,2079,33.3,3.3179,chī,chi,1,ch,i,⿸疒知,⿸,⿸疒知
2991,痰,96,2.05,1.9823,66,1.06,1.8195,tán,tan,2,t,an,⿸疒炎,⿸,⿸疒炎
2992,廉,1417,30.25,3.1514,579,9.27,2.7627,lián,lian,2,l,ian,⿸广兼,⿸,⿸广兼
2993,靖,10,0.21,1,7,0.11,0.8451,jìng,jing,4,j,ing,⿰立青,⿰,⿰立青
2994,新,35497,757.82,4.5502,5904,94.57,3.7711,xīn,xin,1,x,in,⿰亲斤,⿰,⿰亲斤
2995,韵,390,8.33,2.5911,245,3.92,2.3892,yùn,yun,4,y,un,⿰音匀,⿰,⿰音匀
2996,意,103354,2206.48,5.0143,6238,99.92,3.795,yì,yi,4,y,i,⿱音心,⿱,⿱音心
2997,誊,10,0.21,1,6,0.1,0.7782,téng,teng,2,t,eng,⿱龹言,⿱,⿱龹言
2998,粮,318,6.79,2.5024,204,3.27,2.3096,liáng,liang,2,l,iang,⿰米良,⿰,⿰米良
2999,数,14754,314.98,4.1689,4620,74,3.6646,shù,shu,4,sh,u,⿰娄攵,⿰,⿰娄攵
3000,煎,820,17.51,2.9138,555,8.89,2.7443,jiān,jian,1,j,ian,⿱前灬,⿱,⿱前灬
3001,塑,1284,27.41,3.1086,846,13.55,2.9274,sù,su,4,s,u,⿱朔土,⿱,⿱朔土
3002,慈,2088,44.58,3.3197,991,15.87,2.9961,cí,ci,2,c,i,⿱兹心,⿱,⿱兹心
3003,煤,461,9.84,2.6637,263,4.21,2.42,méi,mei,2,m,ei,⿰火某,⿰,⿰火某
3004,煌,183,3.91,2.2625,150,2.4,2.1761,huáng,huang,2,h,uang,⿰火皇,⿰,⿰火皇
3005,满,11463,244.72,4.0593,4554,72.95,3.6584,mǎn,man,3,m,an,⿰氵𬜯,⿰,⿰氵𬜯
3006,漠,1009,21.54,3.0039,609,9.75,2.7846,mò,mo,4,m,o,⿰氵莫,⿰,⿰氵莫
3007,滇,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,diān,dian,1,d,ian,⿰氵真,⿰,⿰氵真
3008,源,3568,76.17,3.5524,1971,31.57,3.2947,yuán,yuan,2,y,uan,⿰氵原,⿰,⿰氵原
3009,滤,278,5.93,2.444,190,3.04,2.2788,lǜ,lü,4,l,ü,⿰氵虑,⿰,⿰氵虑
3010,滥,550,11.74,2.7404,460,7.37,2.6628,làn,lan,4,l,an,⿰氵监,⿰,⿰氵监
3011,滔,155,3.31,2.1903,86,1.38,1.9345,tāo,tao,1,t,ao,⿰氵舀,⿰,⿰氵舀
3012,溪,322,6.87,2.5079,168,2.69,2.2253,xī,xi,1,x,i,⿰氵奚,⿰,⿰氵奚
3013,溜,1731,36.95,3.2383,1038,16.63,3.0162,liū,liu,1,l,iu,⿰氵留,⿰,⿰氵留
3014,漓,68,1.45,1.8325,63,1.01,1.7993,lí,li,2,l,i,⿰氵离,⿰,⿰氵离
3015,滚,7213,153.99,3.8581,2776,44.47,3.4434,gǔn,gun,3,g,un,⿰氵衮,⿰,⿰氵衮
3016,溢,295,6.3,2.4698,255,4.08,2.4065,yì,yi,4,y,i,⿰氵益,⿰,⿰氵益
3017,溯,177,3.78,2.248,150,2.4,2.1761,sù,su,4,s,u,⿰氵朔,⿰,⿰氵朔
3018,滨,205,4.38,2.3118,141,2.26,2.1492,bīn,bin,1,b,in,⿰氵宾,⿰,⿰氵宾
3019,溶,282,6.02,2.4502,207,3.32,2.316,róng,rong,2,r,ong,⿰氵容,⿰,⿰氵容
3020,溺,364,7.77,2.5611,256,4.1,2.4082,nì,ni,4,n,i,⿰氵弱,⿰,⿰氵弱
3021,粱,9,0.19,0.9542,8,0.13,0.9031,liáng,liang,2,l,iang,⿱⿰氵刅米,⿱,⿱⿰氵刅米
3022,滩,1865,39.82,3.2707,957,15.33,2.9809,tān,tan,1,t,an,⿰氵难,⿰,⿰氵难
3023,慎,728,15.54,2.8621,602,9.64,2.7796,shèn,shen,4,sh,en,⿰忄真,⿰,⿰忄真
3024,誉,1461,31.19,3.1647,918,14.7,2.9628,yù,yu,4,y,u,⿱兴言,⿱,⿱兴言
3025,塞,5309,113.34,3.725,1986,31.81,3.298,sāi,sai,1,s,ai,⿱𡨄土,⿱,⿱𡨄土
3026,寞,470,10.03,2.6721,334,5.35,2.5237,mò,mo,4,m,o,⿱宀莫,⿱,⿱宀莫
3027,窥,376,8.03,2.5752,298,4.77,2.4742,kuī,kui,1,k,ui,⿱穴规,⿱,⿱穴规
3028,窟,231,4.93,2.3636,159,2.55,2.2014,kū,ku,1,k,u,⿱穴屈,⿱,⿱穴屈
3029,寝,170,3.63,2.2304,118,1.89,2.0719,qǐn,qin,3,q,in,⿱宀⿰丬𠬶,⿱,⿱宀⿰丬𠬶
3030,谨,766,16.35,2.8842,635,10.17,2.8028,jǐn,jin,3,j,in,⿰讠堇,⿰,⿰讠堇
3031,褂,36,0.77,1.5563,29,0.46,1.4624,guà,gua,4,g,ua,⿰衤卦,⿰,⿰衤卦
3032,裸,1513,32.3,3.1798,815,13.05,2.9112,luǒ,luo,3,l,uo,⿰衤果,⿰,⿰衤果
3033,福,8073,172.35,3.907,2784,44.59,3.4447,fú,fu,2,f,u,⿰礻畐,⿰,⿰礻畐
3034,谬,1010,21.56,3.0043,734,11.76,2.8657,miù,miu,4,m,iu,⿰讠翏,⿰,⿰讠翏
3035,群,4880,104.18,3.6884,2586,41.42,3.4126,qún,qun,2,q,un,⿰君羊,⿰,⿰君羊
3036,殿,1372,29.29,3.1374,363,5.81,2.5599,diàn,dian,4,d,ian,⿰𡱒殳,⿰,⿰𡱒殳
3037,辟,109,2.33,2.0374,95,1.52,1.9777,pì,pi,4,p,i,⿰𡰪辛,⿰,⿰𡰪辛
3038,障,2089,44.6,3.3199,1197,19.17,3.0781,zhàng,zhang,4,zh,ang,⿰阝章,⿰,⿰阝章
3039,媳,107,2.28,2.0294,81,1.3,1.9085,xí,xi,2,x,i,⿰女息,⿰,⿰女息
3040,嫉,1298,27.71,3.1133,871,13.95,2.94,jí,ji,2,j,i,⿰女疾,⿰,⿰女疾
3041,嫌,3209,68.51,3.5064,1434,22.97,3.1565,xián,xian,2,x,ian,⿰女兼,⿰,⿰女兼
3042,嫁,2163,46.18,3.3351,1182,18.93,3.0726,jià,jia,4,j,ia,⿰女家,⿰,⿰女家
3043,叠,359,7.66,2.5551,278,4.45,2.444,dié,die,2,d,ie,⿱叒冝,⿱,⿱叒冝
3044,缚,307,6.55,2.4871,239,3.83,2.3784,fù,fu,4,f,u,⿰纟尃,⿰,⿰纟尃
3045,缝,1773,37.85,3.2487,930,14.9,2.9685,féng,feng,2,f,eng,⿰纟逢,⿰,⿰纟逢
3046,缠,1425,30.42,3.1538,1057,16.93,3.0241,chán,chan,2,ch,an,⿰纟㢆,⿰,⿰纟㢆
3047,缤,18,0.38,1.2553,15,0.24,1.1761,bīn,bin,1,b,in,⿰纟宾,⿰,⿰纟宾
3048,剿,21,0.45,1.3222,18,0.29,1.2553,jiǎo,jiao,3,j,iao,⿰巢刂,⿰,⿰巢刂
3049,静,11447,244.38,4.0587,4110,65.83,3.6138,jìng,jing,4,j,ing,⿰青争,⿰,⿰青争
3050,碧,574,12.25,2.7589,183,2.93,2.2625,bì,bi,4,b,i,⿱珀石,⿱,⿱珀石
3051,璃,1364,29.12,3.1348,848,13.58,2.9284,lí,li,2,l,i,⿰王离,⿰,⿰王离
3052,赘,98,2.09,1.9912,87,1.39,1.9395,zhuì,zhui,4,zh,ui,⿱敖贝,⿱,⿱敖贝
3053,熬,1014,21.65,3.006,805,12.89,2.9058,áo,ao,2,,ao,⿱敖灬,⿱,⿱敖灬
3054,墙,3300,70.45,3.5185,1743,27.92,3.2413,qiáng,qiang,2,q,iang,⿰土啬,⿰,⿰土啬
3055,墟,172,3.67,2.2355,120,1.92,2.0792,xū,xu,1,x,u,⿰土虚,⿰,⿰土虚
3056,嘉,935,19.96,2.9708,488,7.82,2.6884,jiā,jia,1,j,ia,⿱壴加,⿱,⿱壴加
3057,摧,990,21.14,2.9956,644,10.32,2.8089,cuī,cui,1,c,ui,⿰扌崔,⿰,⿰扌崔
3058,赫,1731,36.95,3.2383,478,7.66,2.6794,hè,he,4,h,e,⿰赤赤,⿰,⿰赤赤
3059,截,1200,25.62,3.0792,828,13.26,2.918,jié,jie,2,j,ie,⿹𢦏隹,⿹,⿹𢦏隹
3060,誓,4929,105.23,3.6928,2586,41.42,3.4126,shì,shi,4,sh,i,⿱折言,⿱,⿱折言
3061,境,4514,96.37,3.6546,2534,40.59,3.4038,jìng,jing,4,j,ing,⿰土竟,⿰,⿰土竟
3062,摘,750,16.01,2.8751,574,9.19,2.7589,zhāi,zhai,1,zh,ai,⿰扌啇,⿰,⿰扌啇
3063,摔,2137,45.62,3.3298,1214,19.45,3.0842,shuāi,shuai,1,sh,uai,⿰扌率,⿰,⿰扌率
3064,撇,387,8.26,2.5877,276,4.42,2.4409,piě,pie,3,p,ie,⿰扌敝,⿰,⿰扌敝
3065,聚,4585,97.88,3.6613,2261,36.22,3.3543,jù,ju,4,j,u,⿱取乑,⿱,⿱取乑
3066,慕,698,14.9,2.8439,507,8.12,2.705,mù,mu,4,m,u,⿱莫㣺,⿱,⿱莫㣺
3067,暮,72,1.54,1.8573,62,0.99,1.7924,mù,mu,4,m,u,⿱莫日,⿱,⿱莫日
3068,摹,21,0.45,1.3222,14,0.22,1.1461,mó,mo,2,m,o,⿱莫手,⿱,⿱莫手
3069,蔓,279,5.96,2.4456,200,3.2,2.301,màn,man,4,m,an,⿱艹曼,⿱,⿱艹曼
3070,蔑,202,4.31,2.3054,164,2.63,2.2148,miè,mie,4,m,ie,⿱𦭝戍,⿱,⿱𦭝戍
3071,蔡,116,2.48,2.0645,27,0.43,1.4314,cài,cai,4,c,ai,⿱艹祭,⿱,⿱艹祭
3072,蔗,67,1.43,1.8261,21,0.34,1.3222,zhè,zhe,4,zh,e,⿱艹庶,⿱,⿱艹庶
3073,蔽,466,9.95,2.6684,357,5.72,2.5527,bì,bi,4,b,i,⿱艹敝,⿱,⿱艹敝
3074,蔼,136,2.9,2.1335,109,1.75,2.0374,ǎi,ai,3,,ai,⿱艹谒,⿱,⿱艹谒
3075,熙,481,10.27,2.6821,72,1.15,1.8573,xī,xi,1,x,i,⿱巸灬,⿱,⿱巸灬
3076,蔚,59,1.26,1.7709,29,0.46,1.4624,wèi,wei,4,w,ei,⿱艹尉,⿱,⿱艹尉
3077,兢,82,1.75,1.9138,36,0.58,1.5563,jīng,jing,1,j,ing,⿰克克,⿰,⿰克克
3078,模,8644,184.54,3.9367,2728,43.7,3.4358,mó,mo,2,m,o,⿰木莫,⿰,⿰木莫
3079,槛,53,1.13,1.7243,49,0.78,1.6902,kǎn,kan,3,k,an,⿰木监,⿰,⿰木监
3080,榴,284,6.06,2.4533,187,3,2.2718,liú,liu,2,l,iu,⿰木留,⿰,⿰木留
3081,榜,591,12.62,2.7716,445,7.13,2.6484,bǎng,bang,3,b,ang,⿰木旁,⿰,⿰木旁
3082,榨,243,5.19,2.3856,184,2.95,2.2648,zhà,zha,4,zh,a,⿰木窄,⿰,⿰木窄
3083,榕,8,0.17,0.9031,5,0.08,0.699,róng,rong,2,r,ong,⿰木容,⿰,⿰木容
3084,歌,13868,296.06,4.142,2608,41.77,3.4163,gē,ge,1,g,e,⿰哥欠,⿰,⿰哥欠
3085,遭,2455,52.41,3.3901,1652,26.46,3.218,zāo,zao,1,z,ao,⿺辶曹,⿺,⿺辶曹
3086,酵,66,1.41,1.8195,53,0.85,1.7243,jiào,jiao,4,j,iao,⿰酉孝,⿰,⿰酉孝
3087,酷,5303,113.21,3.7245,2527,40.48,3.4026,kù,ku,4,k,u,⿰酉告,⿰,⿰酉告
3088,酿,346,7.39,2.5391,225,3.6,2.3522,niàng,niang,4,n,iang,⿰酉良,⿰,⿰酉良
3089,酸,1527,32.6,3.1838,896,14.35,2.9523,suān,suan,1,s,uan,⿰酉夋,⿰,⿰酉夋
3090,碟,671,14.33,2.8267,476,7.62,2.6776,dié,die,2,d,ie,⿰石枼,⿰,⿰石枼
3091,碱,170,3.63,2.2304,96,1.54,1.9823,jiǎn,jian,3,j,ian,⿰石咸,⿰,⿰石咸
3092,碳,426,9.09,2.6294,261,4.18,2.4166,tàn,tan,4,t,an,⿰石炭,⿰,⿰石炭
3093,磁,1157,24.7,3.0633,508,8.14,2.7059,cí,ci,2,c,i,⿰石兹,⿰,⿰石兹
3094,愿,17132,365.75,4.2338,5055,80.97,3.7037,yuàn,yuan,4,y,uan,⿸原心,⿸,⿸原心
3095,需,46611,995.09,4.6685,6013,96.32,3.7791,xū,xu,1,x,u,⿱雨而,⿱,⿱雨而
3096,辖,291,6.21,2.4639,191,3.06,2.281,xiá,xia,2,x,ia,⿰车害,⿰,⿰车害
3097,辗,79,1.69,1.8976,62,0.99,1.7924,niǎn,nian,3,n,ian,⿰车展,⿰,⿰车展
3098,雌,221,4.72,2.3444,145,2.32,2.1614,cí,ci,2,c,i,⿰此隹,⿰,⿰此隹
3099,裳,50,1.07,1.699,25,0.4,1.3979,shang,shang,0,sh,ang,⿱𫩠衣,⿱,⿱𫩠衣
3100,颗,2525,53.91,3.4023,1390,22.26,3.143,kē,ke,1,k,e,⿰果页,⿰,⿰果页
3101,瞅,53,1.13,1.7243,36,0.58,1.5563,chǒu,chou,3,ch,ou,⿰目秋,⿰,⿰目秋
3102,墅,341,7.28,2.5328,238,3.81,2.3766,shù,shu,4,sh,u,⿱野土,⿱,⿱野土
3103,嗽,195,4.16,2.29,145,2.32,2.1614,sòu,sou,4,s,ou,⿰口欶,⿰,⿰口欶
3104,踊,2,0.04,0.301,2,0.03,0.301,yǒng,yong,3,y,ong,⿰𧾷甬,⿰,⿰𧾷甬
3105,蜻,68,1.45,1.8325,21,0.34,1.3222,qīng,qing,1,q,ing,⿰虫青,⿰,⿰虫青
3106,蜡,856,18.27,2.9325,522,8.36,2.7177,là,la,4,l,a,⿰虫昔,⿰,⿰虫昔
3107,蝇,391,8.35,2.5922,260,4.16,2.415,yíng,ying,2,y,ing,⿰虫黾,⿰,⿰虫黾
3108,蜘,769,16.42,2.8859,243,3.89,2.3856,zhī,zhi,1,zh,i,⿰虫知,⿰,⿰虫知
3109,蝉,41,0.88,1.6128,36,0.58,1.5563,chán,chan,2,ch,an,⿰虫单,⿰,⿰虫单
3110,嘛,16515,352.58,4.2179,4290,68.72,3.6325,ma,ma,0,m,a,⿰口麻,⿰,⿰口麻
3111,嘀,153,3.27,2.1847,94,1.51,1.9731,dī,di,1,d,i,⿰口啇,⿰,⿰口啇
3112,赚,2694,57.51,3.4304,1494,23.93,3.1744,zuàn,zuan,4,z,uan,⿰贝兼,⿰,⿰贝兼
3113,锹,58,1.24,1.7634,38,0.61,1.5798,qiāo,qiao,1,q,iao,⿰钅秋,⿰,⿰钅秋
3114,锻,490,10.46,2.6902,363,5.81,2.5599,duàn,duan,4,d,uan,⿰钅段,⿰,⿰钅段
3115,镀,45,0.96,1.6532,37,0.59,1.5682,dù,du,4,d,u,⿰钅度,⿰,⿰钅度
3116,舞,22832,487.44,4.3585,2865,45.89,3.4571,wǔ,wu,3,w,u,⿱⿳𠂉卌一舛,⿱,⿱⿳𠂉卌一舛
3117,舔,669,14.28,2.8254,373,5.97,2.5717,tiǎn,tian,3,t,ian,⿰舌忝,⿰,⿰舌忝
3118,稳,2495,53.27,3.3971,1567,25.1,3.1951,wěn,wen,3,w,en,⿰禾急,⿰,⿰禾急
3119,熏,561,11.98,2.749,381,6.1,2.5809,xūn,xun,1,x,un,熏,S,熏
3120,箕,10,0.21,1,6,0.1,0.7782,jī,ji,1,j,i,⿱竹其,⿱,⿱竹其
3121,算,28149,600.95,4.4495,5764,92.33,3.7607,suàn,suan,4,s,uan,⿱竹𥃲,⿱,⿱竹𥃲
3122,箩,31,0.66,1.4914,19,0.3,1.2788,luó,luo,2,l,uo,⿱竹罗,⿱,⿱竹罗
3123,管,29106,621.38,4.464,5850,93.7,3.7672,guǎn,guan,3,g,uan,⿱竹官,⿱,⿱竹官
3124,箫,158,3.37,2.1987,57,0.91,1.7559,xiāo,xiao,1,x,iao,⿱竹肃,⿱,⿱竹肃
3125,舆,75,1.6,1.8751,65,1.04,1.8129,yú,yu,2,y,u,⿶⿳𦥑一八车,⿶,⿶⿳𦥑一八车
3126,僚,289,6.17,2.4609,206,3.3,2.3139,liáo,liao,2,l,iao,⿰亻尞,⿰,⿰亻尞
3127,僧,153,3.27,2.1847,87,1.39,1.9395,sēng,seng,1,s,eng,⿰亻曾,⿰,⿰亻曾
3128,鼻,2373,50.66,3.3753,1318,21.11,3.1199,bí,bi,2,b,i,⿱自畀,⿱,⿱自畀
3129,魄,176,3.76,2.2455,150,2.4,2.1761,pò,po,4,p,o,⿰白鬼,⿰,⿰白鬼
3130,魅,1234,26.34,3.0913,847,13.57,2.9279,mèi,mei,4,m,ei,⿺鬼未,⿺,⿺鬼未
3131,貌,1933,41.27,3.2862,1440,23.07,3.1584,mào,mao,4,m,ao,⿰豸皃,⿰,⿰豸皃
3132,膜,662,14.13,2.8209,417,6.68,2.6201,mó,mo,2,m,o,⿰月莫,⿰,⿰月莫
3133,膊,911,19.45,2.9595,636,10.19,2.8035,bó,bo,2,b,o,⿰月尃,⿰,⿰月尃
3134,膀,1274,27.2,3.1052,858,13.74,2.9335,bǎng,bang,3,b,ang,⿰月旁,⿰,⿰月旁
3135,鲜,2860,61.06,3.4564,1735,27.79,3.2393,xiān,xian,1,x,ian,⿰鱼羊,⿰,⿰鱼羊
3136,疑,9259,197.67,3.9666,3685,59.03,3.5664,yí,yi,2,y,i,⿰𠤕⿱龴疋,⿰,⿰𠤕⿱龴疋
3137,孵,114,2.43,2.0569,68,1.09,1.8325,fū,fu,1,f,u,⿰卵孚,⿰,⿰卵孚
3138,馒,27,0.58,1.4314,10,0.16,1,mán,man,2,m,an,⿰饣曼,⿰,⿰饣曼
3139,裹,869,18.55,2.939,566,9.07,2.7528,guǒ,guo,3,g,uo,⿳亠果𧘇,⿳,⿳亠果𧘇
3140,敲,2037,43.49,3.309,1279,20.49,3.1069,qiāo,qiao,1,q,iao,⿰高攴,⿰,⿰高攴
